text	label
one of the most splendid entertainments to emerge from the french film industry in years . 	1
to lena , vaughn represents the life she is running away from . 	0
no matter what people tried , nothing could stop the water . 	0
an immensely entertaining look at some of the unsung heroes of 20th century pop music . 	1
watching living actors interact against the lush , studied inertia of the backdrops gives us the impression of history come to life , or statues magically transformed into living creatures . 	1
she - pert , forward , a ball of fire - has just thrown her mobile away after an angry tete-a-tete with her ( ex- ) boyfriend . 	0
[allen's] best works understand why snobbery is a better satiric target than middle-america diversions could ever be . 	1
entwined with maggie's search for hope , the film explores her interaction with her family and friends . 	0
the ingenious construction ( adapted by david hare from michael cunningham's novel ) constantly flows forwards and back , weaving themes among three strands which allow us to view events as if through a prism	1
it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile . 	1
unspeakable , of course , barely begins to describe the plot and its complications . vulgar is too optimistic a title . 	1
the angel has already gotten to her and taken her into hiding . 	0
although he has feelings on the inside , he is only able to mimic the emotions around him . 	0
the only question . . . is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering . average , at best , i'm afraid . 	1
a painting brought to life , the tracker is an enigmatic visual essay set on a vast australian landscape . 	1
hawke's film , a boring , pretentious waste of nearly two hours , doesn't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes . 	1
based on a short story by bengali writer prafulla roy , the central idea developed by director dasgupta , tells the story of a girl , lati , whose mother rajani is a prostitute living and working in a brothel in rural india . 	0
they plan it the way laurel and hardy might plan a bank robbery , or perhaps the marx brothers . 	0
there's a story that goes around the town of darkness falls about her , and she's called the tooth fairy . 	0
ling min becomes the manager of haier factory when the factory is almost bankrupted . 	0
will he become a grandfather , surrounded by the love and support of a family or will he retreat into his world of memories and lost opportunities ? 	0
what he finds is a pocket of life that seems to be in another era , where prejudice and intolerance are accepted , where the small minds of angry men call the shots and where one woman attempts to save him and fails . 	0
for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast . 	1
it centers on inez macbeth ( dominique swain ) , a wisp of a girl just a shade over twenty , who may lack a formal education , but has already been taught plenty by life . 	0
new york city homicide detective vincent lamarca has forged a long and distinguished career in law enforcement , making a name for himself as a man intensely committed to his work . 	0
by occasion , the family plays a bizarre game : when someone rings a bell , everyone has to undress as quikly as possible , dive in the swimming pool , and grab the wooden fish in the pool . 	0
thirteen conversations about one thing lays out a narrative puzzle that interweaves individual stories , and , like a mobius strip , elliptically loops back to where it began . 	1
'murder by numbers' is a psychological suspense-thriller that tells the story of a tenacious homicide detective , cassie mayweather ( sandra bullock ) and her new partner sam kennedy ( ben chaplin ) who become pitted against two malevolently brilliant young men ( ryan gosling and michael pitt ) in an ingenious battle of wits as they try to solve a murder case . 	0
increasing evidence about one man's role in a long history of human rights abuses leads to a critical examination of american diplomacy through the lens of international standards of justice . 	0
one day alice enters the shop with her little daughter . 	0
it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . 	1
the two choose a piano from his possessions , which comes to represent the couple's relationship as he pushes the piano 50 blocks across the city to their home . 	0
offers a pleasant , challenging and quirky puzzle well worth working out . 	1
a profoundly moving document . . . the filmmakers' refusal to downplay the situation's intractability makes the glimmer of hope the film offers that much more powerful . 	1
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to . 	1
this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . 	1
about as satisfying and predictable as the fare at your local drive through . 	1
the problem is that for the most part , the film is deadly dull . 	1
tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . 	1
beneath clouds is the story of lena , the light-skinned daughter of an aboriginal mother and irish father and vaughn , a murri boy doing time in a minimum security prison in north west nsw . 	0
it is not until the story reaches its conclusion , does the old man discover the surprising truth about his son and himself . 	0
guru gulab is married to vikrant's stepsister preeti ( preeti jhangiani ) . 	0
a heartfelt , understated and occasionally heavy-handed slice of heartland . 	1
a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller . 	1
after being rejected for the perfect job , the aspiring animator faces an impending interview for a receptionist position at the same firm . 	0
hoffman is understandably concerned about typecasting , but he is indeed the man for the job , recalling the intensity that nicholas cage brought to an oscar-winning performance in leaving las vegas . 	1
this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy . 	1
seeking a microscopic camera that could be incorporated into his artificial eye so he could secretly film whatever he sees , the filmmaker explores the futuristic technology that could make this possible , while revisiting chapters of his own past . 	0
sam marks his last day in the battleground of public education by getting saddled with the detention class after hours , playing warden to a pack of rebellious students , the worst troublemakers in school . 	0
once in ghana , otte is called before the chief's council to explain what happened . 	0
minority report is exactly what the title indicates , a report . 	1
steven merritt , a research obsessed writer is mistaken for being gay by rebecca , a young veterinarian assistant . 	0
the funny thing is , i didn't mind all this contrived nonsense a bit . 	1
having transplanted herself to hawaii with no one's blessing but her own , anne marie finds all she needs in the adrenaline-charged surf scene . . . 	0
the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness . 	1
talky , artificial and opaque . . . an interesting technical exercise , but a tedious picture . 	1
director hoffman , his writer and kline's agent should serve detention	1
fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent . 	1
content merely to lionize its title character and exploit his anger - all for easy sanctimony , formulaic thrills and a ham-fisted sermon on the need for national health insurance . 	1
after five years of research and shooting , this unique film is now completed . 	0
"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother . "	1
a winning piece of work filled with love for the movies of the 1960s . 	1
but jesse&#180 ; isn&#180 ; s alone , because he&#180 ; s accompanied by tulip , his assassin girldfriend and cassidy a drunk irish vampire . 	0
petra and karl must work together in order to thwart petrov , a cold-blooded gangster , who will kill anyone who gets in his way . 	0
a film that perfectly distills the relationship between pop music and teens searching for identity . 	1
" "" frida "" is a good film that has some brilliant moments of artistry throughout . "	1
what if he escaped with the intention of joining all those other nazi evil-geniuses in sun-soaked south america ? 	0
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches . 	1
he still lives in his new york city orphanage well after the usual age of release . 	0
writer-director steven soderbergh follows up ocean's 11 with the low-budget 'full frontal' , his first digitally shot film . 	0
writer/director burr steers knows how to show irony , the trouble with kids , and new yorkers taking casual sex for granted . 	1
the actors are simply too good , and the story too intriguing , for technical flaws to get in the way . 	1
jackson , a cute , lanky , blue-haired poet who works in a record store , is at the center of everett lewis' twisted black la comedy . 	0
the quality of schwentke's visuals . . . provides ample compensation . 	1
things turn dark as racism , paranoia , and the mistress come into play . 	0
quirky and understated office comedy with crispin glover as the guy who would prefer not to work , but likes to hang around . 	1
but slowly , their teenage-son alan ( kristian horn ) got suspicious that henry isn't his father . 	0
a bored secretary in the holiday firm funtime inc spends her time looking after the plants around her . 	0
but then roxie comes along and velma is old news . 	0
yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable . 	1
like the hugely successful first film , the sequel provides pleasant , engaging if largely disposable entertainment for the general audience . 	1
spielrein was a young russian-jewish woman of 18 when she arrived in august 1904 at the burgh&#246 ; lzli clinic in zurich where carl gustav jung had set up shop . 	0
on the way , they get caught up in a horrible accident , in which kimberly survives , but her friends die brutally . 	0
jimmy tong ( chan ) is just a lowly chauffeur for millionaire clark devlin ( isaacs ) , until devlin has an accident that puts him in the hospital . 	0
slight , but colorful and forward-moving . . . wasabi has the cheeky verve and heart of a shaggy dog movie that is aiming to please its owner , nothing more , nothing less . 	1
john , a computer whiz on the rebound from a disastrous break-up , starts an adult internet site with his roommate , moe . 	0
twenty-two year old steve is on top of the world . 	0
wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted . 	1
"the company offered "" ice in an hour "" delivery and ice-related accessories , like tongs , buckets and gourmet ice . "	0
in a revealing and often hilarious portrait , mary dispenses homespun wisdom while divulging family secrets and rivalries . 	0
each of the principals has a radically different way of dealing with it . 	0
blake falls in love with melinda but the master compels blake to marry ariel against his will to keep him away from melinda his kept woman . 	0
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . 	1
"in 1975 , as the vietnam war was ending , thousands of orphans and amerasian children were brought to the united states as part of "" operation babylift . "" "	0
were dylan thomas alive to witness first-time director ethan hawke's strained chelsea walls , he might have been tempted to change his landmark poem to , 'do not go gentle into that good theatre . '	1
all ms . jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters . 	1
an amusing , breezily apolitical documentary about life on the campaign trail . 	1
poets concentrates on locations and issues within the uk and in an oblique way referencing poetry to the topography , at first seemingly random and esoterical , slowly and ultimately questioning the very nature of our british culture and heritage . 	0
a quirky noir film crammed full of wonderful characters made memorable by excellent acting . 	1
shot independently over a 24-hour period , the film is first a witness to the fall of the twin towers , as a line of fire and a buckle in the armature signal imminent collapse . 	0
as he chases the elusive bounty hunter , jango ( and his cloned son boba ) leads obi wan to geonosis , where he meets count dooku and finds a startling revelation about the former jedi . 	0
for all its violence , the movie is remarkably dull with only caine making much of an impression . 	1
the decisions he makes when confronted with this new truth will affect him forever . 	0
gooding is the energetic frontman , and it's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences . 	1
it's not just the vampires that are damned in queen of the damned -- the viewers will feel they suffer the same fate . 	1
"the santa clause 2 "" goes down as easy as an eggnog on christmas eve . "	1
a spiritual exploration of sorts , offering a message of hope that resonates . 	1
an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance . 	1
the driver finds himself in a dangerous , yet highly political situation ; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase . . . 	0
they detour from their trip to take the girl to the nearest town , where they meet the local sheriff who is hell bent on capturing the girl's attackers . 	0
remove spider-man the movie from its red herring surroundings and it's apparent that this is one summer film that satisfies . 	1
their world comes crashing down after one of the girls is murdered by a blackmail victim . 	0
all the movie's narrative gymnastics can't disguise the fact that it's inauthentic at its core and that its story just isn't worth telling . 	1
the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer . 	1
but when his lab assitant , a monkey named jojo , causes the accidental addition of chemical x to the mix , the professor ends up with not one but 3 perfect , powerful little girls . 	0
under the pressure of her psychological assaults , sam's do-gooder vaneer cracks and his true nature is revealed . 	0
are they illusions , visions from the past , ghosts - or is it reality ? 	0
embarrassed myself about laughing out loud multiple times , i found myself enjoying the movie much more than i ever enjoyed the tv show . . . and these pseudo-homo-erotic stunts . 	1
marker's incredible collection of newsreel footage -- tv footage from various countries , home movies and other celluloid wonders -- eventually shapes a scattered , pinwheel idea of the era's attitude . 	1
 . . . plays like a badly edited , 91-minute trailer ( and ) the director can't seem to get a coherent rhythm going . in fact , it doesn't even seem like she tried . 	1
what they soon discover is that they aren't alone . . . and it isn't a german soldier that's hunting them down . 	0
while seeing them in the act of love making , billy kills his wife and best friend . 	0
upon one of his famous , hand-made tortillas appears the face of jesus christ . 	0
 . . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world . 	1
she comes from nothing and finally gets everything , but . . . 	0
sarah , an unfulfilled , calculating wife , takes pleasure in having her voyeuristic lover watch her on video cameras that she has hidden inside the vents of her house . 	0
it'll keep you wide awake and . . . very tense . 	1
scenes in which the band grooves with modern musicians montell jordan and joan osborne singing covers are spectacular . 	1
but for one celebrant this holy week is different . 	0
in 1931 , in chicago , michael sullivan ( tom hanks ) , a hit man working for john rooney ( paul newman ) , and irish mob boss , faces a dilemma when what he does his witnessed by his twelve-year-old son . 	0
even with harris's strong effort , the script gives him little to effectively probe lear's soul-stripping breakdown . 	1
hank azaria and vincent d'onofrio also star as does screenwriter/comedienne heather morgan as the canine wife . 	0
the story follows a university of texas professor , dr . david gale , an advocate for the abolishment of capital punishment , who is falsly convicted of rape and murder of another activist . 	0
"but his mentor and "" trainer "" joe ( chazz palminteri ) , a shady hustler who decides how and who johnny plays , is holding him back from his dream . "	0
chris columbus , the director , does a real wonderful job of being faithful to the story but also taking it into a cinematic era . 	1
this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip . 	0
when taraneh discovers she is pregnant she decides against all advice and intense social pressure , to keep the baby . 	0
until it goes off the rails in its final 10 or 15 minutes , wendigo , larry fessenden's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films . 	1
so much about the film is loopy and ludicrous . . . that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened . 	1
a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . 	1
a little objectivity could have gone a long way . 	1
one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken . 	1
as night falls , the terrified group of young athletes must fight their own fears and prejudices and come together in a seemingly hopeless struggle asainst a winged nightmare , hellbent on stockpiling as many victims as it can on the ultimate night of its grizzly , ritual feast . 	0
there are a few chuckles , but not a single gag sequence that really scores , and the stars seem to be in two different movies . 	1
an alcoholic ex-school teacher takes a job watching security cameras in the same house . 	0
"cameroon and its peoples are the lark , its feathers plucked first by colonialism and then by native strong-men : "" alouette , je te plumerai . "" "	0
as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers . 	1
his plans go awry , however , when his older brother , keith , returns from prison . 	0
lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . 	1
heartwarming here relies less on forced air than on petter n�ss' delicate , clever direction . . . and a wonderful , imaginative script by axel hellstenius . 	1
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt . 	1
this is riveting stuff , especially in its account of how refugee culture and community spring up almost overnight . 	1
the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain . 	1
carrying this wafer-thin movie on his nimble shoulders , chan wades through putrid writing , direction and timing with a smile that says , 'if i stay positive , maybe i can channel one of my greatest pictures , drunken master . '	1
shortly thereafter , kilo is involved in a drug deal with a wired frat boy that goes bad and he is imprisoned . 	0
when a chinese rebel murders chon's estranged father and escapes to england , chon and roy make their way to london with revenge on their minds . 	0
winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars . 	1
it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! 	1
there's ushi , harry's lawyer , who knows something about harry lena doesn't know , eddie , a friend of harry and his new girlfriend pol , and at last , there are two policemen who are in fact unwelcome . 	0
regulus features recently declassified footage , as well as interviews with the submariners , rocket scientists , and test pilots involved in the development and deployment of the weapon . 	0
the guy really wants this girl named christina who has a similar number so samantha decides she'd better track this chick down before the guy does . 	0
andersson creates a world that's at once surreal and disturbingly familiar ; absurd , yet tremendously sad . 	1
they board the boat that is to carry them to the isles of the blessed . 	0
when crystal's infidelities become overwhelming , kali kicks her out . 	0
enough trivializes an important crisis , reduces it to an almost comic embarrassment . 	1
mostly works because of the universal themes , earnest performances . . . and excellent use of music by india's popular gulzar and jagjit singh . 	1
herzog , a man of detail became enraptured with his subject and was unable to use his editing shears . 	1
straight into the hands of a man they call the lord of the wolves . 	0
stealing harvard is evidence that the farrelly bros . -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green's half-hearted movie career . 	1
matt , a city boy , island hopping to take in the festival of fire , hears that she has been tricked ; for jake is not dying . 	0
they grew up sharing a special relationship , in which they existed only to each other . 	0
most folks with a real stake in the american sexual landscape will find it either moderately amusing or just plain irrelevant . 	1
together , they work through their mutual mistrust and their shared grief over the death of carlos' mother rosario . 	0
utilizing lots of complicated , well-choreographed steadicam shots , la salle directs with confidence -- this may yet be his true calling . 	1
this unique short film follows the night of a young british insomniac named jack , narrated almost hour by hour from a first hand perspective . 	0
rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . 	1
when all but one of mi5's top agents are killed in an explosion . 	0
schmitz takes off for new orleans with stephens , promising him a chance to meet his teen idol , all the while taking film of stephens' cross-country exploits and pawning them off as footage of the real deal . 	0
full frontal had no effect and elicited no sympathies for any of the characters . by that measure , it is a failure . 	1
those outside show business will enjoy a close look at people they don't really want to know . 	1
the humor isn't as sharp , the effects not as innovative , nor the story as imaginative as in the original . but it could have been worse . 	1
through the looking glass is a psychological horror detailing the path of one man's obsession that culminates in madness , fear and ultimately death . 	0
what drives a young african-american man to become a member of the republican party and to run for a united states congressional seat in a district in south georgia with a disturbing racist history ? 	0
but our wet hero isn't dead , and soon finds himself in zurich . 	0
but their cultural difference further separates them as lando ( antonio aquitania ) , isabel's boyfriend , enters into the picture . 	0
desperate to help his son , scott heads back home , leaving a substitute claus to watch over things at the pole . 	0
chuck - the songwriting leader of the po'boys , is discouraged and facing writer's block . 	0
this is more a case of 'sacre bleu ! ' than 'magnifique' . 	1
now grown up , caitlin ( emma caulfield ) calls kyle ( chaney kley ) because her little brother michael ( lee cormie ) is going through the same things he did as a boy , and wants his help . 	0
the mismatch between whitey's good heart and never-ending optimism and davey's constant troublemaking soon have them both wondering if going to jail wouldn't have been easier ! 	0
american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new . 	1
feels slight , as if it were an extended short , albeit one made by the smartest kids in class . 	1
franco agonizaba y el pr&#237 ; ncipe , jefe de estado en funciones , se encontraba en una posici&#243 ; n dif&#237 ; cil para afrontar un problema fundamental . 	0
as mitch regains his strength , he realizes his life has been a waste and falls deeply in love with angela , his guardian angel . 	0
i'm not exactly sure what this movie thinks it is about . 	1
ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . 	1
it will come as no surprise that the movie isn't scary . but here's the real damn : it isn't funny , either . 	1
watching trouble every day , at least if you don't know what's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms . 	1
he follows a new suspect , huh , and eventually catches him in the act of brutally murdering a woman in a crowded techno bar . 	0
whenever you think you've seen the end of the movie , we cut to a new scene , which also appears to be the end . but , no , we get another scene , and then another . you begin to long for the end credits as the desert does for rain . 	1
are the experiences of the main character profound , or simply routine ? 	0
goes some way towards explaining how the tragedy occurred and its enduring legacy today . 	1
was i scared ? only at the prospect of beck's next project . let's see , a haunted house , a haunted ship , what's next . . . ghost blimp ? 	1
a blind girl gets a cornea transplant so that she would be able to see again . 	0
"seducing ben is only beginning ; she becomes his biggest "" fan "" and most unexpected nightmare , as her obsessions quickly spiral out of control into betrayal , madness and , ultimately , murder . "	0
there are many definitions of 'time waster' but this movie must surely be one of them . 	1
his family decides to go back on a holiday to india for 2 weeks , when tina discovers the truth about pooja's e-mails , they decide together that tina will play along with the charade . 	0
juwanna mann follows the story of jamal jeffries ( miguel a . nunez , jr . ) , the reigning 'bad boy' of basketball , whose undisciplined on-court antics land him out of the league and without any prospects . 	0
she is the supply teacher of the 6d , the worst group of st-c&#233 ; cile elementary school . 	0
"called "" an elegant documentary "" by sundance and "" eloquent and deeply moving "" by the la times , toyo miyatake : infinite shades of gray is a penetrating portrait of this photographer's search for truth and beauty in a world of impermanence . "	0
steeped in lore and unabashedly surreal , the film is just charming enough for children and just bizarre enough for adults -- a perfect balance . 	1
an unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title . 	1
drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story . 	1
a provocative movie about loss , anger , greed , jealousy , sickness and love . 	1
the new guy does have a heart . now , if it only had a brain . 	1
the trappings of i spy are so familiar you might as well be watching a rerun . 	1
"chance is a black comedy about how hard it is to find "" the one "" . "	0
viewing this underdramatized but overstated film is like watching a transcript of a therapy session brought to humdrum life by some freudian puppet . 	1
saigon , 1952 , a beautiful , exotic , and mysterious city caught in the grips of the vietnamese war of liberation from the french colonial powers . 	0
a generic bloodbath that often becomes laughably unbearable when it isn't merely offensive . 	1
this is pretty dicey material . but some unexpected zigs and zags help . 	1
the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless . 	1
in the process they have tortured villagers and something dreadful happens and rupi disappears . 	0
scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation . 	1
as a technical exercise that redefines moviemaking , it is astonishing . 	1
like her mother , she is down to earth , clever , and a huge fan of the musical sweeney todd . 	0
constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . 	1
in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box . 	1
despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break . 	1
primarily , the audience is wealthy , bored executives . 	0
stuffy , full of itself , morally ambiguous and nothing to shout about . 	1
it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks . 	1
that's right , a place where people come together . . . 	0
well , bruce nolan , played by jim carrey , gets that chance after he freaks out on live tv , is fired and is offered a new job by an unknown place . 	0
fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care . 	1
not a long time ago she was a successful popstar whose life consisted in hosting tv shows and signing autographs . 	0
his old friends and family members have changed , almost beyond recognition . 	0
the film follows three tracks : banks's slow recruitment of bennie , the set-up for the hit at a swank resort in mexico , and the fbi's close pursuit of banks , whom they want alive in hopes he'll rat out his bosses . 	0
hope keeps arising that the movie will live up to the apparent skills of its makers and the talents of its actors , but it doesn't . 	1
for sokurov , the hermitage--home to generations of romonovs and repository of so much russian history--is the ark of the russian soul , guarding it affectionately until the world sees better days . 	0
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration . 	1
comes off like a bad imitation of the bard . 	1
for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . 	1
ultimately , anime moves far beyond the realm of simple cartoons , encompassing a sensuous melange of complex storytelling , cutting edge imagery , music and fashion . 	0
japan's premier stylist of sex and blood hits audiences with what may be his most demented film to date . 	1
accompanied by his assistant bough ( ben miller ) , johnny bungles his way through one scrape after another . 	0
what if your most controversial act turned out to be the most traditional thing in the world ? 	0
beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce . . . lies a plot cobbled together from largely flat and uncreative moments . 	1
when so many hollywood films actively discourage higher brain functions , you have to give changing lanes credit for giving you food for thought . 	1
can't kick about the assembled talent and the russos show genuine promise as comic filmmakers . still , this thing feels flimsy and ephemeral . 	1
watching les destin�es , whose pace may not be for everyone , is to be virtually part of the creative process . 	1
the trouble with making this queen a thoroughly modern maiden is that it also makes her appear foolish and shallow rather than , as was more likely , a victim of mental illness . 	1
salvagers discover the antonia graza , an italian luxury liner with a dark secret . 	0
the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did . 	1
after a really wild night jim and the gang wake up in an abandoned warehouse in a small town in the middle of no where , of which they have never heard of . 	0
frank ( played by sal mazzotta ) , family under-bossman vito lupo ( played by leo rossi ) , and consigliori danny defino ( played by johnny williams ) try to find out who is responsible for usurping the family's power before they implode from their own internal strife . 	0
upper west sidey exercise in narcissism and self-congratulation disguised as a tribute . 	1
waiting for godard can be fruitful : 'in praise of love' is the director's epitaph for himself . 	1
instead of being the happy father-in-law , shocked jack attempts to kill himself back in las vegas as he realizes patricia's rejection . 	0
nine year old brian billings has been diagnosed with an acute fear of the dark . 	0
an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore . 	1
renner's performance as dahmer is unforgettable , deeply absorbing . 	1
the republic of vermont lasted from 1777-1791 when it became the 14th state . 	0
the visionary quest begins on the operating table , where a surgeon grafts a prototype ocular implant into his eye socket . 	0
when he unexpectedly leaves for a week to go skiing with his wife , lillian is dragged out on the town by her best friend , andrea . 	0
but her stepmother bitch was to ruin it all . 	0
she's at a dead end , married to edgar ( henry thomas ) , a petty thief who had his shot and missed long ago , but is too dense to realize it . 	0
his best friend , nick , tries his best to help charlie out . 	0
it's not too fast and not too slow . it's not too racy and it's not too offensive . it's not too much of anything . 	1
cedar takes a very open-minded approach to this sensitive material , showing impressive control , both visually and in the writing . 	1
"with the help of their gay hairdresser ( pop star jordan chan ) and some friends inside the company , the girls become "" irresistibly "" beautiful , and secretly get rehire under new identities . "	0
fundamentally , john learns that love and a sense of purpose are more powerful and more valuable than money . 	0
20 , 000 years before , our planet is entering an ice age . 	0
broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force . 	1
now faced with the discovery of a bloodied body , a flaming liquor store just off native land that sells millions of cans of beer a year to the native population , and his brother's ongoing self-destruction , rudy goes on a quest to avenge himself , his family , and his culture and to seek justice . 	0
frustratingly , dridi tells us nothing about el gallo other than what emerges through his music . 	1
charles' entertaining film chronicles seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams' attempts to get his shot at the big time . 	1
the story follows unpredictable twists and turns until it climaxes with a madcap finale . 	0
the boy's obsessive compulsive parents are played by wendie malick and stephen root . 	0
measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs , red dragon rates as an exceptional thriller . 	1
the hours of life snatched from death lead them in a wild chase across romania , looking for the truth . 	0
mary goes to live with her beautician cousin in a crowded apartment , and begins to lose heart . 	0
along the way , their political spirit resurfaces , leading to their fight against the new york city board of education for domestic partner benefits , and their establishment of a pflag chapter for retirees in florida . 	0
its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time . 	1
their life becomes less ordinary when they encounter herb , a mischievous and malevolent geek . 	0
the you-are-there style ultimately enhances abc africa's ability to get inside the soul of uganda , and of the viewer . 	1
"william winslow "" ( ron perlman ) , the chief psychiatrist at brookdale . "	0
one of the best films that showcase a romance within the context of an artistic movement	1
the only excitement comes when the credits finally roll and you get to leave the theater . 	1
detective kang goes about his new job buoyantly and enthusiastically . 	0
nair doesn't treat the issues lightly . she allows each character to confront their problems openly and honestly . 	1
it is a testament of quiet endurance , of common concern , of reconciled survival . 	1
soon after , christin returns as a fierce ghost , and begins to kill all in her path at the hotel as a means for revenge . 	0
jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness . 	1
poignant and moving , a walk to remember is an inspirational love story , capturing the innocence and idealism of that first encounter . 	1
the lousy john q all but spits out denzel washington's fine performance in the title role . 	1
scott calvin ( tim allen ) has been santa claus for the past eight years , and his loyal elves consider him the best santa ever . 	0
though the film is well-intentioned , one could rent the original and get the same love story and parable . 	1
but the memories of their time together lingers inside their hearts . 	0
the only thing that can help him is a very expensive operation , an operation their family can in no way afford . 	0
a once-in-a-lifetime chance to experience the free-thinking lifestyle of the '70s . 	0
though intrepid in exploring an attraction that crosses sexual identity , ozpetek falls short in showing us antonia's true emotions . . . but at the very least , his secret life will leave you thinking . 	1
in this racially-charged climate , the lapd's elite special investigations squad ( sis ) is assigned a high-profile quadruple homicide . 	0
dozens of moments catch you up and take your breath away . 	1
for those in search of something different , wendigo is a genuinely bone-chilling tale . 	1
once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle	1
combines improbable melodrama ( gored bullfighters , comatose ballerinas ) with subtly kinky bedside vigils and sensational denouements , and yet at the end , we are undeniably touched . 	1
jonathan ecks ( antonio banderas ) , an fbi agent , realizes that he must join with his lifelong enemy , agent sever ( lucy liu ) , a rogue dia agent with whom he is in mortal combat , in order to defeat a common enemy . 	0
only a supremely flexible talent like kinnear could whittle away at crane's nuances and come up with thespian gold . 	1
a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . 	1
miyazaki's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about spirited away is that there is no rest period , no timeout . 	1
